11493	25	7
4223	23	7
8117	22	5
6697	22	5
3675	25	7
5855	22	5
15464	22	6
4214	21	5
7179	25	5
10514	22	6
4174	22	5
5807	22	5
3257	21	5
6211	24	6
9338	22	5
4705	21	5
5029	24	7
4058	20	5
7812	24	5
4734	21	6
8377	24	6
7478	24	5
6506	23	5
5241	22	5
10723	23	5
7195	20	5
8466	22	5
7708	25	6
6077	24	6
3844	26	5
