8792	18	6
5498	24	5
3773	18	5
3799	20	6
3551	21	6
2876	21	5
4491	21	5
5633	20	7
2306	18	7
4122	25	7
6265	22	7
3755	22	5
3081	19	6
2438	21	5
4864	22	6
8103	21	7
3257	20	6
7313	19	5
3253	22	6
1702	22	5
2322	20	5
5610	21	6
6521	22	7
4032	20	6
3732	23	7
3227	23	5
2343	23	5
3988	21	7
3254	21	5
13094	22	5
