2442	28	6
2637	25	5
2092	24	6
2077	24	7
2214	24	6
1892	19	6
2852	26	9
2026	26	8
2287	25	6
2959	27	6
1482	22	5
2943	23	7
2703	22	6
1706	21	5
1631	20	5
2033	21	6
2323	23	6
1618	22	8
2355	21	5
2740	24	7
2277	25	5
3758	24	8
2954	23	6
1509	23	5
1740	28	6
2679	24	5
2152	21	5
1785	24	6
1561	23	6
2851	23	5
